SA2,1000,1110,1111,1112,1113,1210,1211,1212,1213,1214,1300,1311,1320,1321,1322,1323,1324,1325,1330,1331,1332,1333,1334,1335,1336,1340,1341,1342,1343,1344,1351,1390,1391,1392,1399,1400,1410,1411,1412,1413,1414,1419,1421,1490,1491,1492,1493,1494,1499,2000,2100,2110,2111,2112,2113,2114,2120,2121,2122,2123,2124,2200,2210,2211,2212,2220,2221,2222,2223,2230,2231,2232,2233,2240,2241,2242,2243,2244,2245,2246,2247,2249,2250,2251,2252,2253,2254,2300,2310,2311,2312,2320,2321,2322,2323,2324,2325,2326,2330,2331,2332,2333,2334,2335,2336,2339,2340,2341,2342,2343,2344,2345,2346,2347,2349,2400,2410,2411,2412,2413,2414,2415,2420,2421,2422,2490,2491,2492,2493,2500,2510,2511,2512,2513,2514,2515,2519,2520,2521,2522,2523,2524,2525,2526,2527,2530,2531,2532,2533,2534,2535,2539,2540,2541,2542,2543,2544,2600,2610,2611,2612,2613,2621,2630,2631,2632,2633,2700,2710,2711,2712,2713,2720,2721,2722,2723,2724,2725,2726,3000,3100,3110,3111,3112,3113,3114,3120,3121,3122,3123,3124,3125,3126,3129,3130,3131,3132,3200,3210,3211,3212,3220,3221,3222,3223,3230,3231,3232,3233,3234,3240,3241,3242,3243,3300,3310,3311,3312,3320,3321,3322,3330,3331,3332,3333,3334,3341,3400,3411,3420,3421,3422,3423,3424,3510,3511,3512,3513,3514,3600,3610,3611,3612,3613,3620,3621,3622,3623,3624,3900,3911,3920,3921,3922,3923,3930,3931,3932,3933,3940,3941,3942,3990,3991,3992,3993,3994,3995,3996,3999,4000,4110,4111,4112,4113,4114,4115,4116,4117,4200,4211,4221,4230,4231,4232,4233,4234,4310,4311,4312,4313,4314,4315,4319,4400,4410,4411,4412,4413,4420,4421,4422,4500,4510,4511,4512,4513,4514,4515,4516,4517,4518,4520,4521,4522,4523,4524,5000,5100,5111,5120,5121,5122,5210,5211,5212,5300,5311,5321,5400,5410,5411,5412,5421,5500,5510,5511,5512,5513,5520,5521,5522,5523,5610,5611,5612,5613,5614,5615,5616,5619,5900,5910,5911,5912,5990,5991,5992,5993,5994,5995,5996,5997,5999,6000,6100,6110,6111,6112,6113,6121,6210,6211,6212,6213,6214,6215,6216,6217,6219,6300,6311,6390,6391,6392,6393,6394,6395,6399,7000,7100,7110,7111,7112,7113,7114,7115,7116,7117,7119,7120,7121,7122,7123,7129,7210,7211,7212,7213,7219,7300,7310,7311,7312,7313,7321,7331,7411,8000,8110,8111,8112,8113,8114,8115,8116,8210,8211,8212,8213,8214,8215,8216,8217,8219,8300,8310,8311,8312,8313,8320,8321,8322,8390,8391,8392,8393,8394,8399,8410,8411,8412,8413,8414,8415,8416,8419,8510,8511,8512,8513,8900,8910,8911,8912,8990,8991,8992,8993,8994,8995,8996,8997,8999
401011001,18,0,60,45,3,0,0,5,8,0,13,81,3,6,32,22,23,11,0,23,18,21,6,14,18,0,0,21,8,15,48,0,4,3,20,0,0,73,0,24,3,8,109,0,6,21,27,4,21,69,0,9,9,22,7,7,6,11,4,20,26,3,3,135,22,0,16,15,31,0,35,5,14,0,3,5,9,16,16,6,51,15,0,65,7,22,9,0,0,18,3,4,41,4,10,36,13,13,19,6,26,13,8,18,9,5,11,0,12,5,19,7,20,0,4,4,12,9,43,0,59,6,4,108,20,0,23,30,7,3,0,3,5,3,12,43,0,0,0,0,35,4,21,5,4,10,111,5,12,7,22,27,0,5,0,5,94,12,0,27,15,97,18,0,15,9,9,0,0,23,9,99,0,8,10,22,11,21,17,5,0,0,0,8,0,7,0,22,3,5,0,3,0,3,3,30,0,0,0,0,11,0,0,0,5,0,9,3,4,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,5,5,0,19,0,3,0,10,15,0,13,8,117,45,0,0,0,0,4,0,7,5,4,0,0,36,0,0,6,5,0,0,0,0,0,5,0,0,0,0,3,3,8,0,7,0,0,0,7,0,10,0,14,31,3,11,10,0,56,12,19,0,9,117,31,17,10,232,5,0,0,4,0,22,0,4,20,0,0,19,0,0,5,7,13,6,9,0,21,0,18,0,3,0,90,0,41,4,0,38,16,0,96,28,0,0,24,33,52,0,0,48,30,8,0,23,13,19,0,0,3,7,3,0,0,9,0,0,19,4,0,12,15,14,3,10,3,3,24,0,0,0,0,4,35,27,6,243,18,11,3,15,0,8,3,0,41,0,0,0,6,6,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,7,0,3,0,0,0,8,0,0,0,10,6,0,6,16,24,8,8,6,60,7,23,0,5,0,8,0,0,0,0,0,0,0,3,0,9,5,0,0,13,0,0,0,0,3,0,0,0,0,4,5,3,0,0,0,0,24,7,88,0,0,5,17,0,3,0,9,3,0,0,0,0
401011002,14,0,63,24,4,0,0,6,4,0,6,46,0,6,10,23,6,10,0,37,8,7,7,14,11,0,0,4,6,5,10,0,17,0,25,0,0,21,0,8,6,8,53,0,4,7,11,0,13,35,0,0,8,5,7,7,5,14,0,0,9,0,0,69,11,0,8,16,23,0,20,0,6,0,0,0,0,6,12,3,31,11,0,24,0,11,5,0,0,10,0,0,19,6,4,13,3,4,9,0,10,10,7,7,5,5,8,0,4,0,14,0,21,0,7,4,3,6,27,0,36,0,0,74,15,0,3,21,5,4,0,0,6,3,5,17,3,0,3,0,19,6,8,4,3,5,116,7,32,9,20,45,0,5,0,4,50,0,0,19,0,29,6,0,6,3,0,0,0,6,13,70,0,4,12,17,6,7,8,3,0,0,0,6,0,0,3,10,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,3,0,0,0,0,45,12,0,0,3,0,4,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,4,0,0,13,0,17,11,0,28,5,10,5,10,53,13,0,5,96,3,0,0,0,3,3,0,5,7,0,0,7,0,0,3,0,7,3,9,0,12,0,32,4,0,0,35,0,33,21,0,12,17,0,60,14,0,0,11,15,41,3,0,23,19,3,0,10,5,9,0,0,4,4,0,0,0,3,0,0,10,0,0,4,10,0,7,7,0,0,7,3,0,0,0,0,17,51,0,127,6,9,9,8,0,0,3,0,22,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,11,0,0,0,10,0,0,12,3,5,3,3,6,18,3,5,5,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,6,0,8,0,0,4,0,0,0,11,0,28,0,0,3,7,0,3,0,0,0,0,0,0,9
401021003,19,0,32,15,0,10,0,65,72,14,9,28,0,0,12,14,4,5,0,47,4,3,7,23,13,0,6,7,9,0,19,0,0,0,29,0,0,9,0,11,0,0,58,0,3,9,9,6,20,9,0,0,0,0,0,0,0,0,0,0,3,0,0,24,4,0,0,3,5,0,17,0,11,0,6,0,0,0,0,4,15,4,0,3,0,11,10,0,0,3,3,0,3,5,3,11,3,0,11,0,8,5,6,7,0,3,4,0,8,12,3,3,8,8,0,0,12,14,61,0,49,7,0,9,15,0,3,11,0,0,0,0,0,10,0,3,4,0,4,0,0,3,4,0,4,0,13,0,0,0,0,0,0,9,3,5,83,6,0,0,0,17,7,0,3,3,0,0,0,3,0,5,0,4,7,7,0,4,0,11,5,0,0,0,5,4,3,27,5,7,6,4,0,4,0,10,4,4,0,3,41,0,3,0,24,0,10,31,0,3,0,5,0,3,0,0,15,27,0,0,10,0,9,7,3,3,39,0,72,0,18,12,7,9,0,7,8,7,15,0,0,18,3,4,0,5,46,5,3,0,5,0,0,0,0,0,0,0,0,0,24,4,0,0,3,4,0,6,4,5,0,0,7,4,3,26,0,10,25,0,32,34,0,44,3,24,0,10,28,5,0,4,35,0,0,0,0,10,36,0,7,10,0,0,5,0,0,0,0,3,3,7,0,8,0,10,0,0,0,41,0,44,11,0,11,20,0,96,17,0,0,10,6,45,0,0,34,41,6,0,9,8,10,0,0,15,5,0,0,3,5,0,0,20,8,0,4,3,0,4,0,0,8,6,0,0,0,6,0,19,21,0,121,0,17,6,7,4,0,6,0,23,0,4,3,0,0,0,0,5,0,6,3,0,0,0,4,3,0,4,0,4,9,4,4,0,0,16,11,0,5,0,0,13,0,8,51,23,7,10,5,17,8,3,0,3,0,19,9,4,10,3,0,0,3,0,0,12,0,0,0,17,9,0,3,0,0,0,0,0,0,26,0,19,12,3,7,0,4,8,23,0,0,0,12,0,3,0,22,0,0,0,0,14
401021004,43,0,124,69,7,6,0,37,14,0,16,111,5,4,70,50,28,20,0,102,31,12,16,52,18,0,8,44,31,16,62,0,8,0,62,0,0,41,0,21,5,13,120,0,9,29,14,6,39,46,0,5,8,23,15,11,3,11,10,22,34,3,0,139,14,0,33,13,43,0,42,3,23,0,12,13,6,18,12,16,62,16,0,58,8,17,34,0,0,17,9,10,50,24,11,53,21,17,18,5,45,15,5,21,11,11,37,8,15,47,27,6,36,13,12,9,23,58,192,3,152,17,3,97,50,0,20,58,11,7,0,7,18,19,0,18,5,0,9,7,28,30,43,11,16,3,89,22,23,14,19,35,0,37,14,20,262,12,0,25,6,67,18,0,20,9,11,0,0,13,13,76,0,37,13,55,16,47,32,11,3,0,7,23,0,13,6,54,9,4,9,4,0,13,0,32,3,5,0,11,48,0,0,3,26,0,8,30,0,0,0,7,0,0,0,0,13,71,0,4,18,0,6,14,0,3,40,3,59,0,17,4,16,15,0,15,7,38,30,0,0,15,0,9,0,7,93,12,4,0,24,0,0,7,3,0,3,0,3,0,10,4,0,0,3,6,8,11,0,9,0,3,22,12,3,28,0,21,47,0,71,46,0,78,13,18,0,8,51,29,0,3,123,7,0,0,6,25,47,0,10,11,0,0,10,0,4,7,0,9,0,16,0,28,7,39,4,5,0,108,0,100,33,0,47,38,0,127,30,0,0,12,19,85,0,0,60,74,11,0,17,11,14,0,0,21,9,3,0,0,4,0,0,28,11,0,17,8,0,0,19,3,6,11,0,0,0,8,3,64,61,11,319,9,22,19,15,4,6,3,0,55,0,4,3,4,9,9,0,5,0,4,0,0,0,0,0,0,0,9,0,0,8,6,9,0,5,16,3,0,0,0,4,17,3,24,50,19,13,5,5,47,32,13,0,15,0,22,18,4,3,0,0,9,5,0,0,12,0,6,0,8,0,0,0,0,7,3,0,0,0,18,3,33,4,0,3,0,22,9,80,0,0,4,37,0,4,0,31,6,0,0,5,11
401021005,8,0,17,12,0,10,0,16,25,0,4,20,0,0,11,5,8,0,3,25,4,7,4,19,12,0,0,0,6,0,12,0,0,0,12,0,0,6,0,5,0,0,44,0,0,8,5,0,18,4,0,0,0,4,4,7,0,3,3,0,0,5,0,29,0,0,10,0,4,0,16,0,0,0,0,0,0,9,8,4,9,7,0,11,7,5,3,0,0,0,0,0,0,0,0,0,7,0,6,0,9,0,0,0,9,0,3,3,3,3,5,6,4,3,0,4,6,6,28,0,33,0,0,10,3,0,0,6,0,0,0,3,6,3,0,0,0,0,0,4,5,5,3,0,3,0,6,0,4,0,3,4,0,9,0,0,64,0,0,6,0,7,0,0,0,5,0,0,0,7,0,7,0,4,10,4,4,6,4,0,0,0,0,5,0,5,3,19,0,6,0,0,0,6,0,4,0,0,0,0,22,0,0,0,6,0,3,13,0,0,0,3,0,0,0,0,4,21,0,0,14,0,4,0,0,0,17,0,30,0,7,3,3,4,0,4,4,15,6,0,0,10,0,0,4,0,23,4,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,4,0,0,0,0,0,4,0,0,8,0,0,11,0,9,14,0,24,6,12,0,0,16,9,0,0,45,0,0,0,0,3,16,0,0,10,0,0,5,5,4,0,0,3,0,3,0,5,0,12,0,0,0,24,0,17,11,0,11,6,0,52,0,0,0,5,7,24,0,0,18,25,3,0,7,10,8,0,0,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,5,0,4,0,0,0,0,0,0,12,24,0,105,3,5,0,3,0,0,0,0,24,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,16,0,0,0,0,3,4,0,3,16,3,7,3,0,18,9,0,0,0,0,8,12,4,0,0,0,3,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,7,0,9,0,11,5,0,0,0,4,0,24,0,0,0,14,0,0,0,15,0,0,4,0,6
401021006,20,0,37,20,0,8,0,103,49,9,8,50,5,0,14,17,7,9,0,49,6,9,12,25,10,0,11,13,15,3,16,0,5,0,24,0,0,24,0,9,3,4,62,0,0,14,7,5,23,14,0,0,0,0,7,6,0,0,4,3,4,0,0,34,0,0,9,7,12,0,14,0,7,0,0,3,0,9,0,4,16,12,0,20,4,5,8,0,0,3,9,0,11,7,0,9,5,4,3,0,6,0,0,8,6,6,3,3,7,13,5,5,7,10,0,3,9,17,76,0,38,9,0,23,18,3,0,13,0,0,0,0,4,9,0,3,4,0,3,3,0,4,7,0,6,0,14,0,4,0,0,3,0,14,0,9,119,3,0,0,0,12,4,0,3,0,6,0,0,3,0,15,0,7,8,6,3,8,5,3,0,0,0,4,0,10,5,21,4,3,6,0,3,9,0,12,3,7,0,4,51,0,5,3,13,0,6,31,6,3,0,8,0,0,0,0,15,39,0,3,8,0,10,7,0,6,33,0,34,4,8,8,13,4,0,17,22,23,12,0,0,17,0,5,0,3,54,5,6,0,22,0,0,0,6,0,0,0,0,0,10,9,0,0,3,6,0,11,0,8,0,0,16,3,0,24,0,14,14,0,51,35,0,61,10,35,0,4,17,14,0,3,46,3,0,0,45,8,37,0,11,11,0,0,0,0,0,4,3,5,0,5,0,11,0,9,3,0,0,29,0,42,12,0,18,25,0,107,17,0,0,5,19,61,4,0,40,50,6,0,23,11,9,0,0,17,0,0,0,0,6,0,0,15,12,0,5,0,0,0,8,0,4,9,0,0,0,0,0,40,23,4,192,5,19,9,14,5,4,7,0,32,0,4,0,0,4,0,4,6,0,9,0,0,5,0,4,6,0,0,0,3,12,0,3,3,9,37,21,0,4,0,0,11,4,14,61,23,6,12,3,30,19,6,4,4,3,15,10,6,12,0,0,0,4,3,0,32,23,27,0,57,0,0,0,0,3,0,3,5,0,31,0,24,13,0,4,0,4,9,51,0,0,0,10,0,0,0,26,10,3,0,0,11
401021007,19,0,32,42,0,5,0,27,14,3,9,82,0,8,38,30,12,9,0,64,11,8,18,50,27,0,6,19,16,10,31,0,10,4,43,4,0,36,5,21,3,5,171,0,8,26,14,10,50,13,0,6,4,12,15,0,4,0,0,5,8,0,0,56,5,0,17,12,23,0,33,6,19,0,3,6,0,18,5,5,36,12,0,21,8,9,30,5,0,8,0,0,4,9,3,20,4,8,7,0,13,5,0,12,3,4,5,3,3,11,11,9,18,7,0,9,27,26,157,0,88,11,0,25,24,0,4,32,3,3,0,3,9,26,0,12,6,0,7,8,5,11,12,4,13,0,23,0,3,0,0,4,0,18,0,20,207,11,5,12,6,29,18,0,13,5,9,0,0,4,4,23,0,21,22,16,0,21,20,14,3,0,0,20,0,13,8,43,3,7,3,5,4,11,0,33,0,14,0,11,80,0,0,3,26,0,0,42,3,0,0,15,0,8,0,0,18,87,0,10,31,0,4,7,7,11,40,4,75,0,15,8,13,12,0,37,23,59,34,0,0,22,0,16,0,5,82,14,0,0,44,0,7,5,9,0,5,5,0,0,16,3,0,0,11,0,3,10,10,9,0,0,16,5,3,64,0,15,51,7,109,54,0,134,29,53,4,5,48,43,0,5,100,0,0,6,16,11,104,0,13,31,0,0,15,4,3,3,0,16,4,21,0,24,6,32,5,0,0,105,0,105,18,0,25,43,0,168,51,0,0,29,27,86,0,0,81,89,25,0,33,17,20,0,0,22,20,5,0,4,9,0,0,53,11,0,13,4,0,12,26,6,9,19,4,3,0,5,9,69,62,8,519,7,28,35,33,9,5,15,0,102,0,7,3,8,5,4,10,8,3,3,0,0,3,0,3,8,0,14,0,0,27,11,11,3,0,19,20,3,10,0,3,27,3,28,105,65,9,17,15,80,53,14,9,11,0,35,29,7,16,5,5,8,11,6,0,45,3,15,0,47,19,3,3,3,12,0,11,3,0,22,0,22,9,0,12,0,23,3,111,0,0,7,60,0,0,0,22,14,4,0,0,31
401021008,20,0,8,11,6,10,0,23,123,16,0,17,0,3,10,12,4,0,0,44,3,5,7,15,8,0,3,7,6,0,11,0,4,0,21,0,0,11,0,9,4,4,54,0,4,0,0,9,12,3,0,0,0,0,4,0,0,0,0,0,4,0,0,20,5,0,8,0,5,3,4,0,10,0,0,0,0,3,4,4,12,8,0,16,0,0,7,0,0,5,5,3,5,0,0,8,0,4,4,0,3,0,0,0,0,0,5,3,6,12,3,5,0,10,0,0,13,10,39,0,39,4,0,13,15,0,5,10,0,0,0,0,7,13,0,0,0,0,6,0,5,0,7,0,0,0,7,0,0,0,0,0,0,4,0,12,74,0,0,3,0,11,10,0,4,0,4,0,0,0,3,9,0,3,6,8,0,13,8,5,0,0,0,6,5,4,4,19,3,0,0,0,4,4,0,6,0,5,0,4,31,0,5,0,18,0,0,25,0,4,0,11,0,10,0,0,13,32,0,0,20,0,4,9,3,8,28,0,36,0,3,3,8,5,0,7,7,26,18,0,0,20,0,21,0,0,38,9,3,0,20,0,0,0,0,0,0,4,0,0,11,0,0,0,0,3,3,4,0,5,0,0,5,3,0,16,0,5,27,0,29,26,0,65,7,22,0,4,16,6,0,0,29,0,0,0,0,5,31,0,4,7,0,0,3,0,0,4,0,0,0,5,0,0,0,16,6,0,0,17,0,31,3,0,6,17,0,74,5,0,0,7,5,34,0,0,24,39,3,0,5,0,5,0,0,9,0,4,0,0,6,4,0,16,3,0,4,3,0,0,13,0,8,5,0,0,0,4,0,16,21,0,138,3,7,12,3,0,0,3,0,29,0,0,0,0,0,6,4,6,0,11,0,0,4,0,0,5,0,4,0,4,17,3,7,0,3,28,8,0,3,0,0,13,0,8,64,31,0,9,0,28,22,5,3,5,0,25,14,9,10,4,4,5,0,0,0,18,3,3,0,15,7,0,0,0,8,0,0,7,0,23,3,10,27,0,10,0,4,3,40,0,0,0,8,0,0,0,21,8,0,0,0,16
401021009,3,0,5,11,0,0,0,8,11,0,3,24,4,0,9,8,4,6,0,6,0,0,3,13,9,0,3,10,6,4,8,0,8,0,17,0,0,8,0,3,0,0,50,0,0,5,4,0,20,3,0,0,0,0,3,6,0,4,0,6,6,0,0,19,0,0,5,0,6,0,10,0,7,0,4,0,0,5,3,3,5,5,0,11,4,0,7,0,0,6,0,0,0,4,0,9,3,0,0,0,3,0,0,0,0,0,3,3,0,10,0,0,3,0,0,3,5,12,49,0,39,4,0,11,3,0,3,7,0,0,0,0,0,9,0,0,0,0,0,0,0,9,4,0,4,0,10,0,0,0,0,3,0,9,0,0,62,3,0,7,0,8,0,0,4,0,0,0,0,0,0,5,0,7,4,6,0,6,5,6,0,0,0,0,0,9,3,8,0,7,0,0,0,0,0,10,4,0,0,3,27,0,0,0,14,0,6,23,3,0,0,0,0,0,0,0,4,22,0,0,4,0,4,3,0,4,19,0,26,0,11,0,12,4,0,8,9,24,10,0,0,9,0,3,0,0,41,0,0,0,13,0,3,0,4,0,0,0,0,0,9,5,0,0,4,3,3,4,6,11,0,0,0,0,4,13,0,4,19,0,37,16,3,55,0,19,0,0,16,9,0,5,36,0,0,0,21,5,21,0,14,10,0,0,0,0,0,0,0,0,0,9,0,7,0,10,0,0,0,33,0,27,9,0,9,3,0,63,7,0,0,13,12,40,0,0,18,16,5,0,11,4,4,0,0,5,0,0,0,0,4,0,0,25,8,0,3,3,4,4,11,0,5,3,0,0,0,0,4,21,10,0,146,0,9,8,9,6,3,6,0,35,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,10,3,6,0,3,3,10,0,3,0,0,6,0,17,36,38,4,0,0,18,12,0,0,0,0,12,5,3,4,0,0,0,5,3,0,5,7,5,0,19,9,0,4,0,7,0,9,0,0,18,8,12,9,0,6,0,12,4,40,0,0,0,16,0,0,0,11,0,0,0,0,8
