403041081,0,0,0,6,3,0,0,5,0,5,0,0,0,0,0,6,5,3,0,0,0,0,0,9,0,3,0,0,0,0,4,3,0,0,5,0,0,9,0,5,3,0,3,5,4,6,24,0,0,0,0
403041082,21,103,7,521,142,0,0,89,224,14,12,22,4,20,125,559,238,199,17,130,279,0,12,18,25,10,14,0,164,32,117,55,136,60,131,4,82,230,16,22,270,115,388,127,27,71,136,495,17,15,85
403041083,17,43,184,146,151,3,11,64,114,152,73,11,17,8,29,59,41,15,91,41,24,0,40,125,127,8,34,0,61,26,47,46,99,14,23,0,58,246,46,4,17,39,51,15,7,75,12,157,147,72,47
403041084,6,16,3,76,105,3,8,54,30,403,124,21,60,0,34,40,35,39,31,48,40,0,74,328,53,8,35,0,48,22,42,72,54,11,27,0,42,256,70,0,7,3,31,18,4,72,22,21,10,102,61
403041085,0,12,0,43,111,0,9,35,11,83,141,7,55,6,12,50,27,17,26,24,33,0,75,114,29,5,21,0,29,12,35,85,71,6,12,0,27,250,62,0,9,0,19,5,0,42,7,7,10,54,44
403041086,4,10,4,91,107,0,9,62,15,185,50,21,27,4,21,76,44,32,48,27,45,0,23,208,42,4,45,0,22,7,42,42,76,0,31,0,31,226,49,0,0,0,31,10,6,62,12,19,3,43,65
403041087,6,21,7,102,177,0,20,54,58,228,108,16,26,5,46,72,190,42,61,71,79,0,101,240,67,23,87,0,64,14,75,54,80,9,29,0,49,495,156,0,24,22,102,24,5,87,53,23,15,132,108
403041088,6,9,94,45,53,0,14,23,40,149,19,3,10,0,15,25,19,14,36,26,16,0,0,46,56,0,14,0,21,7,30,15,27,6,8,0,16,30,8,0,10,8,59,0,0,16,9,24,51,42,12
403041089,0,7,5,42,60,0,6,15,15,110,42,6,5,0,14,8,44,30,34,26,25,0,40,122,34,3,25,0,12,9,18,15,42,5,8,0,17,100,34,0,3,6,25,6,0,42,16,8,45,22,52
404011090,14,38,7,336,115,13,10,123,132,76,1600,27,96,6,161,159,136,109,81,99,71,0,180,282,53,55,34,0,132,37,169,188,102,65,108,0,73,141,28,9,114,77,169,168,6,172,77,146,20,110,36
404011091,6,43,0,243,176,4,16,137,100,306,132,88,55,14,95,77,153,48,102,29,99,0,84,315,51,6,121,0,105,45,114,76,106,31,106,0,75,318,97,4,28,65,90,134,3,59,28,52,19,71,87
404011092,3,13,0,112,152,0,22,67,36,367,158,15,16,0,32,25,72,33,85,38,60,0,63,121,167,13,64,0,43,14,64,84,53,14,20,0,70,315,125,0,4,3,25,8,5,57,16,17,3,99,92
404011093,31,170,9,729,386,5,114,401,218,401,207,84,240,21,211,247,279,241,183,47,252,0,180,425,237,70,128,3,277,64,250,190,242,122,181,0,211,525,142,4,132,65,326,217,15,240,110,371,28,152,129
404011094,11,55,3,241,93,0,10,66,63,87,52,19,24,3,63,205,142,190,20,10,78,0,33,129,16,3,28,0,69,15,70,43,84,9,67,0,61,162,27,6,55,30,106,122,5,19,55,102,0,12,101
404011095,0,12,0,64,102,0,15,46,35,143,112,4,64,3,16,15,71,35,70,56,56,0,86,295,115,0,65,0,38,14,46,32,41,7,13,0,66,82,15,0,6,5,33,6,3,68,23,22,0,52,23
404011096,0,28,7,98,304,0,26,97,36,85,86,16,12,3,22,16,48,27,96,16,95,0,53,131,161,14,218,0,38,17,41,61,103,11,33,5,49,879,150,0,12,8,20,16,0,97,14,14,4,107,115
404011097,27,85,0,441,304,6,30,242,144,298,286,35,96,8,86,318,127,215,92,41,201,0,140,589,108,11,60,3,173,42,195,158,182,75,180,4,149,679,157,13,223,134,228,162,24,133,58,319,10,107,140
404021098,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,3,0,0,3,0,10,0,0,3
404021099,8,25,0,116,187,3,28,65,64,213,119,28,37,4,42,99,68,22,91,47,66,0,70,293,186,33,50,0,53,14,45,48,63,10,31,0,50,149,48,0,47,24,124,6,8,91,21,13,16,85,85
404021100,19,50,0,430,113,6,23,121,414,151,69,128,16,40,288,789,47,357,44,50,188,0,20,198,52,332,11,0,176,27,97,25,66,8,137,0,23,106,32,36,125,64,181,61,9,88,130,73,18,42,220
404021101,21,126,7,624,599,10,22,405,196,206,230,51,184,21,137,515,136,117,146,47,265,0,251,180,268,456,193,3,212,61,287,241,278,84,425,11,134,1359,265,34,254,299,862,195,14,176,152,207,25,200,339
404021102,69,239,12,1537,506,9,23,510,356,376,196,83,88,61,427,1519,315,513,134,107,321,0,120,341,88,151,94,6,424,75,467,261,435,258,613,6,471,573,80,55,638,564,1634,687,59,463,267,1503,98,124,401
404021103,0,0,0,16,3,0,0,0,15,0,0,3,0,0,13,11,0,15,0,0,37,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11
404031104,16,31,0,305,255,0,3,122,403,8,80,48,9,11,100,336,11,39,58,12,7,0,20,45,144,209,335,0,49,17,110,44,45,167,333,0,43,723,314,0,12,298,212,105,4,168,6,18,3,143,122
404031105,5,0,0,15,36,0,3,11,7,13,18,0,4,0,0,0,8,8,9,3,18,0,21,35,13,0,0,0,10,0,7,13,12,0,0,0,0,75,22,0,0,0,19,9,0,3,3,4,0,32,6
404031106,10,36,0,247,93,3,16,196,46,175,66,48,32,7,55,49,69,64,40,60,44,0,51,206,47,40,46,0,81,25,110,61,531,24,57,0,48,100,35,0,11,24,59,83,5,60,14,55,18,52,52
404031107,39,168,6,1110,438,33,50,536,373,381,1154,197,162,50,546,365,224,734,121,102,270,0,241,810,176,200,159,5,491,105,367,423,344,278,300,5,270,588,145,27,209,115,413,311,25,312,131,456,15,159,218
404031108,65,332,8,1501,760,37,72,932,505,403,375,294,138,54,445,582,296,498,292,124,587,0,131,412,282,131,236,3,504,127,494,457,627,211,483,10,492,1182,309,17,268,177,789,346,38,623,154,677,54,208,445
404031109,3,18,3,53,50,0,7,43,72,25,17,4,9,0,18,4,25,17,19,22,8,0,15,57,48,8,18,0,20,9,23,23,24,3,9,0,13,80,29,0,3,4,7,0,0,68,7,0,0,18,16
405011110,6,13,201,153,99,0,11,75,78,48,104,15,19,11,50,107,18,34,64,45,37,0,36,47,93,8,13,0,42,15,57,37,45,7,52,0,28,109,18,5,87,90,47,29,5,59,20,373,140,60,27
405011111,4,30,357,130,98,11,11,60,111,151,57,6,12,4,41,88,38,28,74,60,34,0,35,125,80,15,21,0,41,26,61,34,80,20,30,0,17,116,23,3,22,47,87,13,7,89,24,124,214,41,19
405011112,0,9,79,83,54,0,3,27,44,51,19,3,15,3,19,52,27,30,39,29,14,0,7,60,53,9,15,0,29,15,35,14,33,3,19,0,8,45,0,3,18,41,17,19,3,34,23,103,57,26,8
405011113,0,7,181,25,22,0,6,14,0,10,4,0,0,7,8,22,15,4,8,10,4,0,0,3,5,4,4,0,10,3,27,5,18,4,6,0,6,21,12,4,14,19,52,5,4,17,11,35,112,4,18
405011114,15,37,117,174,128,3,4,108,104,162,78,18,29,9,64,113,39,56,38,41,74,0,56,200,70,39,27,0,58,33,108,57,101,17,73,0,43,318,65,4,39,75,139,33,15,120,26,341,75,58,81
405011115,5,26,51,137,98,0,8,46,84,147,86,11,17,3,25,82,26,26,86,32,76,0,41,139,115,8,51,0,43,21,56,62,72,14,41,0,25,186,33,0,15,25,55,25,8,102,16,154,47,58,41
405021116,5,20,57,105,139,5,8,85,51,104,129,6,30,3,31,75,40,33,52,40,37,0,57,142,64,10,22,0,61,20,71,52,81,19,29,0,29,184,39,0,11,32,82,7,8,76,32,31,62,43,42
405021117,0,8,376,59,75,0,0,27,48,54,18,3,7,0,16,62,34,11,41,14,14,0,23,45,35,0,10,0,26,6,39,3,39,13,18,0,13,85,8,4,11,40,42,3,3,34,10,72,174,28,19
405021118,0,4,345,26,61,0,5,13,10,57,45,3,4,0,23,52,8,29,28,27,20,0,20,40,24,0,8,0,12,4,19,12,45,6,9,0,5,48,10,3,10,18,29,3,5,29,13,5,125,14,18
405021119,9,13,698,103,124,0,10,28,27,159,96,6,3,3,26,93,43,29,63,32,35,0,64,167,46,25,15,0,41,20,62,24,73,32,28,0,19,136,20,4,38,84,111,23,12,120,25,265,196,56,76
405031120,0,3,400,58,81,0,4,31,22,71,65,0,9,4,11,69,26,18,28,29,15,0,31,65,23,6,8,0,21,8,35,12,46,8,16,0,12,101,17,3,23,26,53,3,9,45,18,43,57,22,26
405031121,0,13,436,43,102,0,0,28,13,79,59,0,4,0,12,43,6,11,35,38,10,0,39,94,28,11,13,0,15,4,22,11,38,5,13,0,7,62,14,3,9,26,29,6,11,50,9,46,74,25,30
405031122,8,24,10,212,245,3,27,113,93,304,291,7,94,15,121,273,110,150,69,36,99,0,181,432,96,79,51,0,114,43,142,117,106,39,77,0,44,515,115,17,371,64,149,32,25,198,101,59,14,115,165
405031123,4,0,151,27,31,0,0,16,14,32,35,5,0,4,3,61,3,11,18,6,0,0,11,39,12,0,0,0,15,8,26,5,10,9,4,0,5,51,15,0,10,17,12,3,0,26,13,3,31,12,11
405041124,5,16,96,72,110,0,10,74,32,160,70,4,52,5,16,122,33,47,25,31,42,0,42,152,40,34,30,0,37,18,65,50,85,25,35,0,36,279,62,0,12,22,89,13,7,62,8,28,36,49,56
405041125,0,3,49,34,64,0,0,6,4,43,31,5,9,0,14,30,39,26,38,13,24,0,15,62,50,0,15,0,14,6,20,19,31,8,12,0,19,79,15,0,8,12,26,8,0,33,28,8,10,40,31
405041126,0,7,24,22,37,0,0,9,6,26,104,0,4,0,8,27,24,9,27,7,13,0,30,73,24,0,8,0,21,3,17,18,16,8,9,0,12,66,26,4,33,10,19,4,8,59,14,7,8,23,58
405041127,3,7,542,80,104,0,10,29,28,109,120,5,8,0,18,79,44,28,32,17,28,0,54,118,48,10,21,0,35,25,56,36,67,16,11,0,26,118,23,6,46,65,65,0,11,83,10,26,96,38,61
405041128,4,5,195,24,89,0,0,14,16,50,24,0,5,0,9,41,20,26,32,19,10,0,18,55,40,8,6,0,8,6,26,3,31,6,12,0,12,75,14,7,18,19,19,4,6,41,8,9,53,14,40
406011129,3,13,39,55,61,0,0,22,16,77,48,0,33,0,23,47,13,18,22,10,16,0,54,98,23,28,16,0,16,16,39,27,34,10,18,0,7,89,26,7,23,16,55,3,4,57,17,8,13,21,43
