Code,Label,Year,Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%)
128021538,Sutherland - Kirrawee,2018,"1,536","1,298","1,174","1,097","1,286","1,825","1,997","1,765","1,599","1,456","1,207","1,276","1,026",916,833,657,502,671,6.9,5.9,5.3,5.0,5.8,8.3,9.0,8.0,7.2,6.6,5.5,5.8,4.6,4.1,3.8,3.0,2.3,3.0
128021607,Engadine,2018,"1,210","1,515","1,320","1,176",837,788,"1,013","1,341","1,384","1,328",944,903,787,848,932,558,321,279,6.9,8.7,7.5,6.7,4.8,4.5,5.8,7.7,7.9,7.6,5.4,5.2,4.5,4.9,5.3,3.2,1.8,1.6
128021608,Loftus - Yarrawarrah,2018,510,540,573,445,457,398,396,446,533,541,489,415,442,377,354,244,169,128,6.8,7.2,7.7,6.0,6.1,5.3,5.3,6.0,7.1,7.3,6.6,5.6,5.9,5.1,4.7,3.3,2.3,1.7
128021609,Woronora Heights,2018,158,199,261,323,338,221,102,136,233,338,295,339,283,188,130,45,25,14,4.4,5.5,7.2,8.9,9.3,6.1,2.8,3.7,6.4,9.3,8.1,9.3,7.8,5.2,3.6,1.2,0.7,0.4
201011001,Alfredton,2018,"1,006","1,047","1,120","1,007",793,895,984,943,865,932,781,721,604,524,444,301,164,160,7.6,7.9,8.4,7.6,6.0,6.7,7.4,7.1,6.5,7.0,5.9,5.4,4.5,3.9,3.3,2.3,1.2,1.2
201011002,Ballarat,2018,508,717,752,918,877,719,608,632,701,846,809,867,751,725,611,471,306,357,4.2,5.9,6.2,7.5,7.2,5.9,5.0,5.2,5.8,6.9,6.6,7.1,6.2,6.0,5.0,3.9,2.5,2.9
201011003,Ballarat - North,2018,"1,546","1,535","1,405","1,364","1,699","1,692","1,583","1,567","1,382","1,514","1,572","1,577","1,419","1,348","1,055",727,556,606,6.4,6.4,5.8,5.6,7.0,7.0,6.6,6.5,5.7,6.3,6.5,6.5,5.9,5.6,4.4,3.0,2.3,2.5
201011004,Ballarat - South,2018,"1,642","1,586","1,424","1,370","2,500","2,212","1,764","1,619","1,461","1,424","1,332","1,385","1,368","1,255","1,132",752,550,613,6.5,6.2,5.6,5.4,9.8,8.7,6.9,6.4,5.8,5.6,5.2,5.5,5.4,4.9,4.5,3.0,2.2,2.4
201011005,Buninyong,2018,409,593,570,525,753,318,353,395,526,541,458,537,461,463,300,191,114,76,5.4,7.8,7.5,6.9,9.9,4.2,4.7,5.2,6.9,7.1,6.0,7.1,6.1,6.1,4.0,2.5,1.5,1.0
201011006,Delacombe,2018,601,555,552,551,576,649,576,496,416,510,423,469,397,344,291,179,150,139,7.6,7.0,7.0,7.0,7.3,8.2,7.3,6.3,5.3,6.5,5.4,6.0,5.0,4.4,3.7,2.3,1.9,1.8
201011007,Smythes Creek,2018,216,296,369,327,221,169,170,191,290,354,322,302,265,224,157,72,43,33,5.4,7.4,9.2,8.1,5.5,4.2,4.2,4.8,7.2,8.8,8.0,7.5,6.6,5.6,3.9,1.8,1.1,0.8
201011008,Wendouree - Miners Rest,2018,"1,093","1,020",836,849,995,"1,158",972,867,822,881,859,815,825,773,752,574,444,477,7.3,6.8,5.6,5.7,6.6,7.7,6.5,5.8,5.5,5.9,5.7,5.4,5.5,5.1,5.0,3.8,3.0,3.2
201021009,Bacchus Marsh Region,2018,374,409,422,392,304,261,300,368,424,461,467,512,390,367,358,165,105,74,6.1,6.6,6.9,6.4,4.9,4.2,4.9,6.0,6.9,7.5,7.6,8.3,6.3,6.0,5.8,2.7,1.7,1.2
201021010,Creswick - Clunes,2018,411,492,470,423,313,327,359,421,454,549,523,691,619,654,501,328,222,241,5.1,6.2,5.9,5.3,3.9,4.1,4.5,5.3,5.7,6.9,6.5,8.6,7.7,8.2,6.3,4.1,2.8,3.0
201021011,Daylesford,2018,354,501,492,423,306,301,348,454,523,759,700,834,910,833,619,425,222,257,3.8,5.4,5.3,4.6,3.3,3.3,3.8,4.9,5.6,8.2,7.6,9.0,9.8,9.0,6.7,4.6,2.4,2.8
201021012,Gordon (Vic.),2018,322,381,453,394,287,156,279,301,394,489,494,514,416,385,321,173,69,72,5.5,6.5,7.7,6.7,4.9,2.6,4.7,5.1,6.7,8.3,8.4,8.7,7.1,6.5,5.4,2.9,1.2,1.2
201031013,Avoca,2018,139,202,196,171,109,74,122,137,185,212,222,287,352,325,273,157,112,77,4.1,6.0,5.8,5.1,3.3,2.2,3.6,4.1,5.5,6.3,6.6,8.6,10.5,9.7,8.1,4.7,3.3,2.3
201031014,Beaufort,2018,195,253,236,223,137,138,227,254,267,305,354,382,379,387,350,167,98,98,4.4,5.7,5.3,5.0,3.1,3.1,5.1,5.7,6.0,6.9,8.0,8.6,8.5,8.7,7.9,3.8,2.2,2.2
201031015,Golden Plains - North,2018,263,351,371,314,212,204,237,256,319,363,351,360,336,321,253,130,60,41,5.5,7.4,7.8,6.6,4.5,4.3,5.0,5.4,6.7,7.7,7.4,7.6,7.1,6.8,5.3,2.7,1.3,0.9
201031016,Maryborough (Vic.),2018,420,443,445,461,424,378,380,318,409,450,461,554,542,614,624,469,349,333,5.2,5.5,5.5,5.7,5.3,4.7,4.7,3.9,5.1,5.6,5.7,6.9,6.7,7.6,7.7,5.8,4.3,4.1
201031017,Maryborough Region,2018,221,309,294,297,242,201,158,222,270,368,406,475,507,469,402,270,146,107,4.1,5.8,5.5,5.5,4.5,3.7,2.9,4.1,5.0,6.9,7.6,8.9,9.5,8.7,7.5,5.0,2.7,2.0
202011018,Bendigo,2018,794,820,826,866,"1,149","1,364","1,008",828,819,986,844,924,873,808,633,444,379,370,5.4,5.6,5.6,5.9,7.8,9.3,6.8,5.6,5.6,6.7,5.7,6.3,5.9,5.5,4.3,3.0,2.6,2.5
202011019,California Gully - Eaglehawk,2018,826,917,775,834,935,965,861,730,711,709,736,770,712,662,561,424,269,279,6.5,7.2,6.1,6.6,7.4,7.6,6.8,5.8,5.6,5.6,5.8,6.1,5.6,5.2,4.4,3.3,2.1,2.2
202011020,East Bendigo - Kennington,2018,740,818,713,836,"1,151",834,730,642,740,834,817,913,798,898,710,555,481,574,5.4,5.9,5.2,6.1,8.4,6.1,5.3,4.7,5.4,6.1,5.9,6.6,5.8,6.5,5.2,4.0,3.5,4.2
202011021,Flora Hill - Spring Gully,2018,540,572,631,661,"1,167",775,566,533,579,538,523,582,484,400,339,236,196,279,5.6,6.0,6.6,6.9,12.2,8.1,5.9,5.6,6.0,5.6,5.4,6.1,5.0,4.2,3.5,2.5,2.0,2.9
202011022,Kangaroo Flat - Golden Square,2018,"1,274","1,206","1,093","1,098","1,342","1,549","1,474","1,225","1,147","1,175","1,040","1,268","1,145","1,107","1,057",876,601,652,6.3,5.9,5.4,5.4,6.6,7.6,7.3,6.0,5.6,5.8,5.1,6.2,5.6,5.4,5.2,4.3,3.0,3.2
202011023,Maiden Gully,2018,417,515,459,422,259,231,311,432,403,413,323,346,289,242,170,77,41,32,7.7,9.6,8.5,7.8,4.8,4.3,5.8,8.0,7.5,7.7,6.0,6.4,5.4,4.5,3.2,1.4,0.8,0.6
202011024,Strathfieldsaye,2018,691,831,862,795,461,337,490,662,684,767,623,520,533,493,339,217,108,72,7.3,8.8,9.1,8.4,4.9,3.6,5.2,7.0,7.2,8.1,6.6,5.5,5.6,5.2,3.6,2.3,1.1,0.8
202011025,White Hills - Ascot,2018,"1,181","1,011",883,774,916,"1,133","1,186",902,680,758,724,722,680,549,434,248,198,151,9.0,7.7,6.7,5.9,7.0,8.6,9.0,6.9,5.2,5.8,5.5,5.5,5.2,4.2,3.3,1.9,1.5,1.2
202021026,Bendigo Region - South,2018,512,596,576,591,363,374,451,468,487,551,586,622,491,434,345,182,79,63,6.6,7.7,7.4,7.6,4.7,4.8,5.8,6.0,6.3,7.1,7.5,8.0,6.3,5.6,4.4,2.3,1.0,0.8
202021027,Castlemaine,2018,495,581,625,500,456,548,563,638,694,787,807,812,806,827,683,475,347,403,4.5,5.3,5.7,4.5,4.1,5.0,5.1,5.8,6.3,7.1,7.3,7.4,7.3,7.5,6.2,4.3,3.1,3.6
202021028,Castlemaine Region,2018,381,417,495,463,326,285,295,350,529,644,680,844,824,797,598,404,188,203,4.4,4.8,5.7,5.3,3.7,3.3,3.4,4.0,6.1,7.4,7.8,9.7,9.4,9.1,6.9,4.6,2.2,2.3
202021029,Heathcote,2018,183,233,255,232,160,146,170,193,246,307,313,462,437,394,348,280,153,123,3.9,5.0,5.5,5.0,3.5,3.1,3.7,4.2,5.3,6.6,6.8,10.0,9.4,8.5,7.5,6.0,3.3,2.7
202021030,Kyneton,2018,597,627,579,601,483,458,486,621,710,772,666,701,652,662,597,355,251,264,5.9,6.2,5.7,6.0,4.8,4.5,4.8,6.2,7.0,7.7,6.6,7.0,6.5,6.6,5.9,3.5,2.5,2.6
202021031,Woodend,2018,436,579,556,426,365,222,309,439,595,625,555,520,464,465,361,234,114,84,5.9,7.9,7.6,5.8,5.0,3.0,4.2,6.0,8.1,8.5,7.6,7.1,6.3,6.3,4.9,3.2,1.6,1.1
202031032,Bendigo Region - North,2018,277,337,278,312,208,181,214,240,289,270,385,370,347,338,207,148,81,72,6.1,7.4,6.1,6.9,4.6,4.0,4.7,5.3,6.3,5.9,8.5,8.1,7.6,7.4,4.5,3.2,1.8,1.6
202031033,Loddon,2018,313,392,420,395,212,246,256,316,347,447,510,652,601,590,512,341,243,262,4.4,5.6,6.0,5.6,3.0,3.5,3.6,4.5,4.9,6.3,7.2,9.2,8.5,8.4,7.3,4.8,3.4,3.7
203011034,Bannockburn,2018,563,639,621,523,379,389,472,566,534,549,400,332,366,279,231,114,77,83,7.9,9.0,8.7,7.3,5.3,5.5,6.6,8.0,7.5,7.7,5.6,4.7,5.1,3.9,3.2,1.6,1.1,1.2
203011035,Golden Plains - South,2018,467,521,556,482,320,302,407,448,513,583,566,559,478,429,288,195,76,50,6.5,7.2,7.7,6.7,4.4,4.2,5.6,6.2,7.1,8.1,7.8,7.7,6.6,5.9,4.0,2.7,1.0,0.7
203011036,Winchelsea,2018,308,378,442,390,281,199,273,328,375,460,441,463,461,370,290,179,120,107,5.3,6.4,7.5,6.6,4.8,3.4,4.7,5.6,6.4,7.8,7.5,7.9,7.9,6.3,4.9,3.1,2.0,1.8
203021037,Belmont,2018,956,837,765,762,"1,090","1,179","1,173",926,892,849,805,781,768,662,652,475,405,631,6.5,5.7,5.2,5.2,7.5,8.1,8.0,6.3,6.1,5.8,5.5,5.3,5.3,4.5,4.5,3.3,2.8,4.3
203021038,Corio - Norlane,2018,"1,758","1,586","1,779","2,199","2,257","2,127","1,668","1,534","1,572","1,700","1,692","1,771","1,465","1,352","1,144",805,549,482,6.4,5.8,6.5,8.0,8.2,7.8,6.1,5.6,5.7,6.2,6.2,6.5,5.3,4.9,4.2,2.9,2.0,1.8
203021039,Geelong,2018,713,631,536,606,"1,158","1,330","1,057",867,715,844,910,987,904,735,528,381,303,293,5.3,4.7,4.0,4.5,8.6,9.9,7.8,6.4,5.3,6.3,6.7,7.3,6.7,5.4,3.9,2.8,2.2,2.2
203021040,Geelong West - Hamlyn Heights,2018,"1,398","1,177","1,001",984,"1,501","1,844","1,763","1,491","1,259","1,327","1,271","1,258","1,117",907,701,532,489,550,6.8,5.7,4.9,4.8,7.3,9.0,8.6,7.2,6.1,6.5,6.2,6.1,5.4,4.4,3.4,2.6,2.4,2.7
203021041,Grovedale,2018,"1,869","1,767","1,562","1,693","2,564","2,379","2,112","1,871","1,713","1,635","1,418","1,303","1,211","1,134","1,124",755,601,848,6.8,6.4,5.7,6.1,9.3,8.6,7.7,6.8,6.2,5.9,5.1,4.7,4.4,4.1,4.1,2.7,2.2,3.1
203021042,Highton,2018,"1,310","1,564","1,465","1,779","2,346","1,373","1,318","1,366","1,436","1,601","1,406","1,381","1,265","1,122",998,739,506,474,5.6,6.7,6.2,7.6,10.0,5.9,5.6,5.8,6.1,6.8,6.0,5.9,5.4,4.8,4.3,3.2,2.2,2.0
203021043,Lara,2018,"1,327","1,365","1,315","1,327","1,223","1,417","1,498","1,440","1,418","1,503","1,276","1,203","1,033",903,757,409,289,275,6.6,6.8,6.6,6.6,6.1,7.1,7.5,7.2,7.1,7.5,6.4,6.0,5.2,4.5,3.8,2.0,1.4,1.4
203021044,Leopold,2018,970,859,845,857,822,919,"1,021",806,788,888,760,840,769,793,728,485,320,283,7.1,6.2,6.1,6.2,6.0,6.7,7.4,5.9,5.7,6.5,5.5,6.1,5.6,5.8,5.3,3.5,2.3,2.1
203021045,Newcomb - Moolap,2018,758,815,762,764,"1,046","1,094",834,767,789,969,"1,077","1,002",946,946,765,649,479,487,5.1,5.5,5.1,5.1,7.0,7.3,5.6,5.1,5.3,6.5,7.2,6.7,6.3,6.3,5.1,4.3,3.2,3.3
203021046,Newtown (Vic.),2018,662,698,751,773,690,592,533,694,752,723,699,715,644,536,428,318,213,297,6.2,6.5,7.0,7.2,6.4,5.5,5.0,6.5,7.0,6.7,6.5,6.7,6.0,5.0,4.0,3.0,2.0,2.8
203021047,North Geelong - Bell Park,2018,978,839,814,792,936,"1,142","1,095",887,939,964,903,874,876,888,817,576,480,602,6.3,5.4,5.3,5.1,6.1,7.4,7.1,5.8,6.1,6.3,5.9,5.7,5.7,5.8,5.3,3.7,3.1,3.9
203031048,Clifton Springs,2018,813,943,907,856,801,678,761,772,845,878,960,991,"1,057","1,002",894,666,426,387,5.6,6.4,6.2,5.8,5.5,4.6,5.2,5.3,5.8,6.0,6.6,6.8,7.2,6.8,6.1,4.6,2.9,2.6
203031049,Lorne - Anglesea,2018,201,280,305,283,201,228,256,243,297,317,340,515,455,491,393,261,173,168,3.7,5.2,5.6,5.2,3.7,4.2,4.7,4.5,5.5,5.9,6.3,9.5,8.4,9.1,7.3,4.8,3.2,3.1
203031050,Ocean Grove - Barwon Heads,2018,"1,950","2,113","1,896","1,495","1,251","1,296","1,629","1,867","1,892","1,886","1,492","1,568","1,722","1,613","1,217",706,499,556,7.3,7.9,7.1,5.6,4.7,4.9,6.1,7.0,7.1,7.1,5.6,5.9,6.5,6.1,4.6,2.6,1.9,2.1
203031051,Portarlington,2018,259,360,349,313,303,224,252,285,341,452,463,643,808,928,787,527,314,307,3.3,4.5,4.4,4.0,3.8,2.8,3.2,3.6,4.3,5.7,5.8,8.1,10.2,11.7,9.9,6.7,4.0,3.9
203031052,Point Lonsdale - Queenscliff,2018,166,188,196,204,162,97,157,130,184,216,285,287,413,446,464,308,239,258,3.8,4.3,4.5,4.6,3.7,2.2,3.6,3.0,4.2,4.9,6.5,6.5,9.4,10.1,10.5,7.0,5.4,5.9
203031053,Torquay,2018,"1,519","1,672","1,483","1,184",816,950,"1,360","1,618","1,652","1,647","1,200","1,240","1,222","1,090",878,525,320,292,7.3,8.1,7.2,5.7,3.9,4.6,6.6,7.8,8.0,8.0,5.8,6.0,5.9,5.3,4.2,2.5,1.5,1.4
